Rxn name;Rxn description;Formula;Formula;Gene-reaction association;Genes;Proteins;Subsystem;Reversible;LB;UB;Objective;Confidence Score;EC Number;Notes;References
PGSA181;Phosphatidylglycerol synthase n C181 ;cdpdodec11eg[c] + glyc3p[c]  -> h[c] + cmp[c] + pgp181[c] ;cpd15420 + cpd00080  -> cpd00067 + cpd00046 + cpd15548 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PHACOAOR;Phenylacetyl CoA oxygenasereductase;o2[c] + h2[c] + phaccoa[c]  -> 2dhphaccoa[c] ;cpd00007 + cpd11640 + cpd00452  -> cpd16740 ;;;;Phenylacetyl CoA pathway;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PHAPC100;Poly 3 hydroxyalkanoate polymerase;R_3hdcoa[c] + mclPHAg[c]  -> coa[c] + C100mclPHA[c] ;cpd16755 + cpd16752  -> cpd00010 + cpd16744 ;;;;PHAs Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PHAPC120;Poly 3 hydroxyalkanoate polymerase;R_3hddcoa[c] + mclPHAg[c]  -> coa[c] + C120mclPHA[c] ;cpd16756 + cpd16752  -> cpd00010 + cpd16745 ;;;;PHAs Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PHAPC121;Poly 3 hydroxyalkanoate polymerase;R_3hcddec5ecoa[c] + mclPHAg[c]  -> coa[c] + C121mclPHA[c] ;cpd16753 + cpd16752  -> cpd00010 + cpd16746 ;;;;PHAs Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PHAPC140;Poly 3 hydroxyalkanoate polymerase;R_3hmrscoa[c] + mclPHAg[c]  -> coa[c] + C140mclPHA[c] ;cpd16758 + cpd16752  -> cpd00010 + cpd16747 ;;;;PHAs Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PHAPC141;Poly 3 hydroxyalkanoate polymerase;R_3hcmrs7ecoa[c] + mclPHAg[c]  -> coa[c] + C141mclPHA[c] ;cpd16754 + cpd16752  -> cpd00010 + cpd16748 ;;;;PHAs Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PHAPC60;Poly 3 hydroxyalkanoate polymerase;R_3hhcoa[c] + mclPHAg[c]  -> coa[c] + C60mclPHA[c] ;cpd16777 + cpd16752  -> cpd00010 + cpd16749 ;;;;PHAs Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PHAPC80;Poly 3 hydroxyalkanoate polymerase;R_3hocoa[c] + mclPHAg[c]  -> coa[c] + C80mclPHA[c] ;cpd16779 + cpd16752  -> cpd00010 + cpd16750 ;;;;PHAs Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PHETA1;phenylalanine transaminase;akg[c] + phe_L[c]  <=> glu_L[c] + phpyr[c] ;cpd00024 + cpd00066  <=> cpd00023 + cpd00143 ;;;;Phenylalanine Tyrosine Tryptophan Biosynthesis;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PHETHPTOX;L Phenylalanine tetrahydrobiopterinoxygen oxidoreductase 4 hydroxylating ;o2[c] + thbpt[c] + phe_L[c]  -> h2o[c] + dhbpt[c] + tyr_L[c] ;cpd00007 + cpd00233 + cpd00066  -> cpd00001 + cpd00231 + cpd00069 ;PSPTO_1822;PSPTO_1822;phhA;Homogentisate Pathway;0;0;1000;0;2;1.14.16.1;Based on iJN746;PMID:18793442
PHETRS;Phenylalanyl tRNA synthetase;atp[c] + phe_L[c] + trnaphe[c]  -> amp[c] + ppi[c] + phetrna[c] ;cpd00002 + cpd00066 + cpd11919  -> cpd00018 + cpd00012 + cpd12335 ;;;;Phenylalanine Tyrosine Tryptophan Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PHEt2rpp;L phenylalanine reversible transport via proton symport periplasm ;h[p] + phe_L[p]  <=> h[c] + phe_L[c] ;cpd00067 + cpd00066  <=> cpd00067 + cpd00066 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PIuabcpp;phosphate transport via ABC system uptake periplasm ;atp[c] + h2o[c] + pi[p]  -> h[c] + adp[c] + 2 pi[c] ;cpd00002 + cpd00001 + cpd00009  -> cpd00067 + cpd00008 + 2 cpd00009 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PMDPHT;pyrimidine phosphatase;h2o[c] + 5aprbu[c]  -> pi[c] + 4r5au[c] ;cpd00001 + cpd02720  -> cpd00009 + cpd02882 ;;;;Riboflavin Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PMPK;phosphomethylpyrimidine kinase;atp[c] + 4ampm[c]  -> adp[c] + 2mahmp[c] ;cpd00002 + cpd02775  -> cpd00008 + cpd02894 ;;;;Exchange;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PNTK;pantothenate kinase;atp[c] + pnto_R[c]  -> h[c] + adp[c] + 4ppan[c] ;cpd00002 + cpd00644  -> cpd00067 + cpd00008 + cpd02201 ;;;;Pantothenate and CoA Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PPA;inorganic diphosphatase;h2o[c] + ppi[c]  -> h[c] + 2 pi[c] ;cpd00001 + cpd00012  -> cpd00067 + 2 cpd00009 ;;;;Oxidative Phosphorylation;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PPBNGS;porphobilinogen synthase;2 5aop[c]  -> h[c] + 2 h2o[c] + ppbng[c] ;2 cpd00338  -> cpd00067 + 2 cpd00001 + cpd00689 ;PSPTO_5251;PSPTO_5251;hemB;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;4.2.1.24;Based on iJN746;PMID:18793442
PPC;phosphoenolpyruvate carboxylase;co2[c] + h2o[c] + pep[c]  -> h[c] + pi[c] + oaa[c] ;cpd00011 + cpd00001 + cpd00061  -> cpd00067 + cpd00009 + cpd00032 ;;;;Glycolysis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PPCDC;phosphopantothenoylcysteine decarboxylase;h[c] + 4ppcys[c]  -> co2[c] + pan4p[c] ;cpd00067 + cpd02666  -> cpd00011 + cpd00834 ;;;;Pantothenate and CoA Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PPGPPDP;guanosine 3 5 bis diphosphate 3 diphosphatase;h2o[c] + ppgpp[c]  -> ppi[c] + gdp[c] ;cpd00001 + cpd00905  -> cpd00012 + cpd00031 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PPK2r;polyphosphate kinase;atp[c] + ppi[c]  <=> adp[c] + pppi[c] ;cpd00002 + cpd00012  <=> cpd00008 + cpd00421 ;;;;Oxidative Phosphorylation;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PPNCL;phosphopantothenate cysteine ligase;ctp[c] + cys_L[c] + 4ppan[c]  -> h[c] + pi[c] + cdp[c] + 4ppcys[c] ;cpd00052 + cpd00084 + cpd02201  -> cpd00067 + cpd00009 + cpd00096 + cpd02666 ;;;;Pantothenate and CoA Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PPND;prephenate dehydrogenase;nad[c] + pphn[c]  -> 34hpp[c] + co2[c] + nadh[c] ;cpd00003 + cpd00219  -> cpd00868 + cpd00011 + cpd00004 ;;;;Phenylalanine Tyrosine Tryptophan Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PPNDH;prephenate dehydratase;h[c] + pphn[c]  -> co2[c] + h2o[c] + phpyr[c] ;cpd00067 + cpd00219  -> cpd00011 + cpd00001 + cpd00143 ;;;;Phenylalanine Tyrosine Tryptophan Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PPS;phosphoenolpyruvate synthase;atp[c] + h2o[c] + pyr[c]  -> 2 h[c] + amp[c] + pi[c] + pep[c] ;cpd00002 + cpd00001 + cpd00020  -> 2 cpd00067 + cpd00018 + cpd00009 + cpd00061 ;;;;Glycolysis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PRAGS;phosphoribosylglycinamide synthetase;atp[c] + gly[c] + pram[c]  -> h[c] + adp[c] + pi[c] + gar[c] ;cpd00002 + cpd00033 + cpd01982  -> cpd00067 + cpd00008 + cpd00009 + cpd02394 ;PSPTO_4867;PSPTO_4867;purD;Purine Metabolism;0;0;1000;0;2;6.3.4.13;Based on iJN746;PMID:18793442
PRAI;phosphoribosylanthranilate isomerase;pran[c]  <=> 2cpr5p[c] ;cpd02642  <=> cpd00956 ;;;;Phenylalanine Tyrosine Tryptophan Biosynthesis;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PRAIS;phosphoribosylaminoimidazole synthase;atp[c] + fpram[c]  -> 2 h[c] + adp[c] + pi[c] + air[c] ;cpd00002 + cpd02826  -> 2 cpd00067 + cpd00008 + cpd00009 + cpd02140 ;PSPTO_1700;PSPTO_1700;purM;Purine Metabolism;0;0;1000;0;2;6.3.3.1;Based on iJN746;PMID:18793442
PRAMPC;phosphoribosyl AMP cyclohydrolase;h2o[c] + prbamp[c]  -> prfp[c] ;cpd00001 + cpd01777  -> cpd02979 ;;;;Histidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PRASCS;phosphoribosylaminoimidazolesuccinocarboxamide synthase;atp[c] + asp_L[c] + 5aizc[c]  <=> h[c] + adp[c] + pi[c] + 25aics[c] ;cpd00002 + cpd00041 + cpd02893  <=> cpd00067 + cpd00008 + cpd00009 + cpd02921 ;PSPTO_3950;PSPTO_3950;purC;Purine Metabolism;1;-1000;1000;0;2;6.3.2.6;Based on iJN746;PMID:18793442
PRATPP;phosphoribosyl ATP pyrophosphatase;h2o[c] + prbatp[c]  -> h[c] + ppi[c] + prbamp[c] ;cpd00001 + cpd01775  -> cpd00067 + cpd00012 + cpd01777 ;;;;Histidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PRFGS;phosphoribosylformylglycinamidine synthase;atp[c] + h2o[c] + gln_L[c] + fgam[c]  -> h[c] + adp[c] + pi[c] + glu_L[c] + fpram[c] ;cpd00002 + cpd00001 + cpd00053 + cpd02678  -> cpd00067 + cpd00008 + cpd00009 + cpd00023 + cpd02826 ;PSPTO_1459;PSPTO_1459;purL;Purine Metabolism;0;0;1000;0;2;6.3.5.3;Based on iJN746;PMID:18793442
PRMICIi;1 5 phosphoribosyl 5 5 phosphoribosylamino methylideneamino imidazole 4 carboxamide isomerase irreversible ;prfp[c]  -> prlp[c] ;cpd02979  -> cpd02991 ;PSPTO_5335;PSPTO_5335;hisA;Histidine Metabolism;0;0;1000;0;2;5.3.1.16;Based on iJN746;PMID:18793442
PROD2;Proline dehydrogenase;fad[c] + pro_L[c]  -> h[c] + fadh2[c] + 1pyr5c[c] ;cpd00015 + cpd00129  -> cpd00067 + cpd00982 + cpd02431 ;;;;Arginine and Proline Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PROTRS;Prolyl tRNA synthetase;atp[c] + pro_L[c] + trnapro[c]  -> amp[c] + ppi[c] + protrna[c] ;cpd00002 + cpd00129 + cpd11920  -> cpd00018 + cpd00012 + cpd12164 ;Pspto_3988;Pspto_3988;proS;Arginine and Proline Metabolism;0;0;1000;0;2;6.1.1.15;Based on iJN746;PMID:18793442
PROabcpp;L proline transport via ABC system periplasm ;atp[c] + h2o[c] + pro_L[p]  -> h[c] + adp[c] + pi[c] + pro_L[c] ;cpd00002 + cpd00001 + cpd00129  -> cpd00067 + cpd00008 + cpd00009 + cpd00129 ;;;;Arginine and Proline Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PROt2pp;L proline transport in via proton symport periplam ;h[p] + pro_L[p]  -> h[c] + pro_L[c] ;cpd00067 + cpd00129  -> cpd00067 + cpd00129 ;;;;Arginine and Proline Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PROt4pp;NaProline L symporter periplasm ;na1[p] + pro_L[p]  -> na1[c] + pro_L[c] ;cpd00971 + cpd00129  -> cpd00971 + cpd00129 ;;;;Arginine and Proline Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PROtex;L proline transport via diffusion extracellular to periplasm ;pro_L[e]  <=> pro_L[p] ;cpd00129  <=> cpd00129 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PRPPS;phosphoribosylpyrophosphate synthetase;atp[c] + r5p[c]  <=> h[c] + amp[c] + prpp[c] ;cpd00002 + cpd00101  <=> cpd00067 + cpd00018 + cpd00103 ;;;;Ribose Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PSCVT;3 phosphoshikimate 1 carboxyvinyltransferase;pep[c] + skm5p[c]  <=> pi[c] + 3psme[c] ;cpd00061 + cpd02030  <=> cpd00009 + cpd00932 ;;;;Phenylalanine Tyrosine Tryptophan Biosynthesis;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PSD120;Phosphatidylserine decarboxylase n C120 ;h[c] + ps120[c]  -> co2[c] + pe120[c] ;cpd00067 + cpd15552  -> cpd00011 + cpd15528 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PSD160;Phosphatidylserine decarboxylase n C160 ;h[c] + ps160[c]  -> co2[c] + pe160[c] ;cpd00067 + cpd15555  -> cpd00011 + cpd15531 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PSD161;Phosphatidylserine decarboxylase n C161 ;h[c] + ps161[c]  -> co2[c] + pe161[c] ;cpd00067 + cpd15556  -> cpd00011 + cpd15532 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PSD180;Phosphatidylserine decarboxylase n C180 ;h[c] + ps180[c]  -> co2[c] + pe180[c] ;cpd00067 + cpd15557  -> cpd00011 + cpd15533 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PSD181;Phosphatidylserine decarboxylase n C181 ;h[c] + ps181[c]  -> co2[c] + pe181[c] ;cpd00067 + cpd15558  -> cpd00011 + cpd15534 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PSERTr;phosphoserine transaminase reversible;glu_L[c] + 3php[c]  <=> akg[c] + pser_L[c] ;cpd00023 + cpd02069  <=> cpd00024 + cpd00738 ;;;;Glycine Serine and threonine metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PSP_L;phosphoserine phosphatase L serine ;h2o[c] + pser_L[c]  -> pi[c] + ser_L[c] ;cpd00001 + cpd00738  -> cpd00009 + cpd00054 ;;;;Glycine Serine and threonine metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PSSA120;Phosphatidylserine syntase n C120 ;cdpdddecg[c] + ser_L[c]  -> h[c] + cmp[c] + ps120[c] ;cpd15417 + cpd00054  -> cpd00067 + cpd00046 + cpd15552 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PSSA160;Phosphatidylserine syntase n C160 ;cdpdhdecg[c] + ser_L[c]  -> h[c] + cmp[c] + ps160[c] ;cpd15419 + cpd00054  -> cpd00067 + cpd00046 + cpd15555 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PSSA161;Phosphatidylserine syntase n C161 ;cdpdhdec9eg[c] + ser_L[c]  -> h[c] + cmp[c] + ps161[c] ;cpd15418 + cpd00054  -> cpd00067 + cpd00046 + cpd15556 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PSSA180;Phosphatidylserine syntase n C180 ;cdpdodecg[c] + ser_L[c]  -> h[c] + cmp[c] + ps180[c] ;cpd15421 + cpd00054  -> cpd00067 + cpd00046 + cpd15557 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PSSA181;Phosphatidylserine syntase n C181 ;cdpdodec11eg[c] + ser_L[c]  -> h[c] + cmp[c] + ps181[c] ;cpd15420 + cpd00054  -> cpd00067 + cpd00046 + cpd15558 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PTAr;phosphotransacetylase;accoa[c] + pi[c]  <=> coa[c] + actp[c] ;cpd00022 + cpd00009  <=> cpd00010 + cpd00196 ;;;;TCA Cycle;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PTPAT;pantetheine phosphate adenylyltransferase;h[c] + atp[c] + pan4p[c]  <=> ppi[c] + dpcoa[c] ;cpd00067 + cpd00002 + cpd00834  <=> cpd00012 + cpd00655 ;;;;Pantothenate and CoA Biosynthesis;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PTRCabcpp;putrescine transport via ABC system periplasm ;atp[c] + h2o[c] + ptrc[p]  -> h[c] + adp[c] + pi[c] + ptrc[c] ;cpd00002 + cpd00001 + cpd00118  -> cpd00067 + cpd00008 + cpd00009 + cpd00118 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PYK;pyruvate kinase;h[c] + adp[c] + pep[c]  -> atp[c] + pyr[c] ;cpd00067 + cpd00008 + cpd00061  -> cpd00002 + cpd00020 ;;;;Gluconeogenesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
QUIDH;quinate dehydrogenase pyrroloquinoline quinone ;pqq[c] + quin_kt[c]  -> pqqh2[c] + 3dhq[c] ;cpd00097 + cpd00248  -> cpd00986 + cpd00699 ;;;;B Ketoadipate pathway;0;0;1000;0;2;;Based on iJN746;PMID:18793442
QUINtex;Quinate transport via diffusion extracellular to periplasm ;quin_kt[e]  <=> quin_kt[p] ;cpd00248  <=> cpd00248 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
QULNS;quinolinate synthase;iasp[c] + dhap[c]  -> 2 h2o[c] + pi[c] + quln[c] ;cpd03470 + cpd00095  -> 2 cpd00001 + cpd00009 + cpd02333 ;;;;Nicotinate and Nicotinamide;0;0;1000;0;2;;Based on iJN746;PMID:18793442
R05217;Precorrin 3A Oxygen Precorrin 3B;h[c] + 0.5 o2[c] + pre3a[c]  -> pre3b[c] ;cpd00067 + 0.5 cpd00007 + cpd03420  -> cpd03833 ;PSPTO_4877;PSPTO_4877;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;1.14.13.83;Based on iJN746;PMID:18793442
R05219;Precorrin 5 Precorrin 6X;h2o[c] + amet[c] + pre5[c]  -> h[c] + ac[c] + ahcys[c] + pre6a[c] ;cpd00001 + cpd00017 + cpd03839  -> cpd00067 + cpd00029 + cpd00019 + cpd03761 ;PSPTO_2709;PSPTO_2709;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;2.1.1.152;Based on iJN746;PMID:18793442
R05224;Hydrogenobyrinate Hydrogenobyrinate a c diamide;2 atp[c] + h2o[c] + 2 gln_L[c] + hgbyr[c]  -> h[c] + 2 adp[c] + ppi[c] + 2 glu_L[c] + hgbam[c] ;2 cpd00002 + cpd00001 + 2 cpd00053 + cpd03832  -> cpd00067 + 2 cpd00008 + cpd00012 + 2 cpd00023 + cpd03913 ;PSPTO_1709;PSPTO_1709;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;6.3.5.9;Based on iJN746;PMID:18793442
R15BPK;ribose 1 5 bisphosphokinase;atp[c] + r15bp[c]  -> adp[c] + prpp[c] ;cpd00002 + cpd00847  -> cpd00008 + cpd00103 ;;;;Ribose Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
RBFK;riboflavin kinase;atp[c] + ribflv[c]  -> h[c] + adp[c] + fmn[c] ;cpd00002 + cpd00220  -> cpd00067 + cpd00008 + cpd00050 ;;;;Riboflavin Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
RBFSa;riboflavin synthase;db4p[c] + 4r5au[c]  -> 2 h2o[c] + pi[c] + dmlz[c] ;cpd11225 + cpd02882  -> 2 cpd00001 + cpd00009 + cpd02656 ;PSPTO_0693 or PSPTO_1839;PSPTO_0693. PSPTO_1839;RibH-1. RibH-2;Riboflavin Metabolism;0;0;1000;0;2;2.5.1.78;Based on iJN746;PMID:18793442
RBFSb;riboflavin synthase;2 dmlz[c]  -> 4r5au[c] + ribflv[c] ;2 cpd02656  -> cpd02882 + cpd00220 ;PSPTO_0691;PSPTO_0691;ribE;Riboflavin Metabolism;0;0;1000;0;2;2.5.1.9;Based on iJN746;PMID:18793442
RBKr;ribokinase reversible;atp[c] + rib_D[c]  <=> h[c] + adp[c] + r5p[c] ;cpd00002 + cpd00105  <=> cpd00067 + cpd00008 + cpd00101 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
RHACOAR100; 3R 3 Hydroxyacyl CoANADP oxidoreductase;h[c] + nadph[c] + 3odcoa[c]  <=> nadp[c] + R_3hdcoa[c] ;cpd00067 + cpd00005 + cpd03119  <=> cpd00006 + cpd16755 ;;;;PHAs Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
RHACOAR120; R Hydroxyacyl CoANADP oxidoreductase;h[c] + nadph[c] + 3oddcoa[c]  <=> nadp[c] + R_3hddcoa[c] ;cpd00067 + cpd00005 + cpd03117  <=> cpd00006 + cpd16756 ;;;;PHAs Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
RHACOAR140; 3R 3 Hydroxyacyl CoANADP oxidoreductase;h[c] + nadph[c] + 3otdcoa[c]  <=> nadp[c] + R_3hmrscoa[c] ;cpd00067 + cpd00005 + cpd12689  <=> cpd00006 + cpd16758 ;;;;PHAs Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
RHACOAR60; 3R 3 Hydroxyacyl CoANADP oxidoreductase;h[c] + nadph[c] + 3ohcoa[c]  <=> nadp[c] + R_3hhcoa[c] ;cpd00067 + cpd00005 + cpd03123  <=> cpd00006 + cpd16777 ;;;;PHAs Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
RHACOAR80; 3R 3 Hydroxyacyl CoANADP oxidoreductase;h[c] + nadph[c] + 3oocoa[c]  <=> nadp[c] + R_3hocoa[c] ;cpd00067 + cpd00005 + cpd03121  <=> cpd00006 + cpd16779 ;;;;PHAs Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
RIBabcpp;D ribose transport via ABC system periplasm ;atp[c] + h2o[c] + rib_D[p]  -> h[c] + adp[c] + pi[c] + rib_D[c] ;cpd00002 + cpd00001 + cpd00105  -> cpd00067 + cpd00008 + cpd00009 + cpd00105 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
RNADRr;Rubredoxin NAD reductase reversible;nadh[c] + rbrdxOX[c]  <=> h[c] + nad[c] + rbrdxRD[c] ;cpd00004 + cpd11681  <=> cpd00067 + cpd00003 + cpd11651 ;;;;Fatty Acid Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
RNDR1;ribonucleoside diphosphate reductase ADP ;adp[c] + trdrd[c]  -> h2o[c] + trdox[c] + dadp[c] ;cpd00008 + cpd11421  -> cpd00001 + cpd11420 + cpd00177 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
RNDR2;ribonucleoside diphosphate reductase GDP ;gdp[c] + trdrd[c]  -> h2o[c] + trdox[c] + dgdp[c] ;cpd00031 + cpd11421  -> cpd00001 + cpd11420 + cpd00295 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
RNDR3;ribonucleoside diphosphate reductase CDP ;trdrd[c] + cdp[c]  -> h2o[c] + trdox[c] + dcdp[c] ;cpd11421 + cpd00096  -> cpd00001 + cpd11420 + cpd00533 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
RNDR4;ribonucleoside diphosphate reductase UDP ;trdrd[c] + udp[c]  -> h2o[c] + trdox[c] + dudp[c] ;cpd11421 + cpd00014  -> cpd00001 + cpd11420 + cpd00978 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
RPE;ribulose 5 phosphate 3 epimerase;ru5p_D[c]  <=> xu5p_D[c] ;cpd00171  <=> cpd00198 ;;;;Pentose Phosphate Pathway;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
RPI;ribose 5 phosphate isomerase;r5p[c]  <=> ru5p_D[c] ;cpd00101  <=> cpd00171 ;;;;Pentose Phosphate Pathway;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
RZ5PP;alpha ribazole 5 phosphate phosphatase;h2o[c] + 5prdmbz[c]  -> pi[c] + rdmbzi[c] ;cpd00001 + cpd02904  -> cpd00009 + cpd03423 ;;;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
SADH;Succinylarginine dihydrolase;2 h[c] + 2 h2o[c] + sucarg[c]  -> co2[c] + 2 nh4[c] + sucorn[c] ;2 cpd00067 + 2 cpd00001 + cpd02103  -> cpd00011 + 2 cpd00013 + cpd02160 ;Pspto_1836;Pspto_1836;astB;Arginine and Proline Metabolism;0;0;1000;0;2;3.5.3.23;Based on iJN746;PMID:18793442
SADT;sulfate adenylyltransferase;h[c] + atp[c] + so4[c]  -> ppi[c] + aps[c] ;cpd00067 + cpd00002 + cpd00048  -> cpd00012 + cpd00193 ;;;;Sulfur Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
SARCOX;sarcosine oxidase;o2[c] + h2o[c] + sarcs[c]  -> h2o2[c] + fald[c] + gly[c] ;cpd00007 + cpd00001 + cpd00183  -> cpd00025 + cpd00055 + cpd00033 ;;;;Glycine Serine and threonine metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
SDPDS;succinyl diaminopimelate desuccinylase;h2o[c] + sl26da[c]  -> succ[c] + 26dap_LL[c] ;cpd00001 + cpd02698  -> cpd00036 + cpd00504 ;;;;Lysine Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
SDPTA;succinyldiaminopimelate transaminase;akg[c] + sl26da[c]  <=> glu_L[c] + sl2a6o[c] ;cpd00024 + cpd02698  <=> cpd00023 + cpd02724 ;PSPTO_1832;PSPTO_1832;argD-1;Lysine Biosynthesis;1;-1000;1000;0;2;2.6.1.17;Based on iJN746;PMID:18793442
SELMETAT;selenomethionine adenosyltransferase;atp[c] + h2o[c] + selmeth[c]  -> ppi[c] + pi[c] + seasmet[c] ;cpd00002 + cpd00001 + cpd03163  -> cpd00012 + cpd00009 + cpd03392 ;;;;Methionine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
SERAT;serine O acetyltransferase;accoa[c] + ser_L[c]  <=> coa[c] + acser[c] ;cpd00022 + cpd00054  <=> cpd00010 + cpd00722 ;PSPTO_1421;PSPTO_1421;cysE;Cysteine Metabolism;1;-1000;1000;0;2;2.3.1.30;Based on iJN746;PMID:18793442
SERD_Lr;L serine deaminase rev ;ser_L[c]  <=> pyr[c] + nh4[c] ;cpd00054  <=> cpd00020 + cpd00013 ;;;;Glycine Serine and threonine metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
SERTRS;Seryl tRNA synthetase;atp[c] + ser_L[c] + trnaser[c]  -> amp[c] + ppi[c] + sertrna[c] ;cpd00002 + cpd00054 + cpd11921  -> cpd00018 + cpd00012 + cpd12132 ;;;;Glycine Serine and threonine metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
SER_AL;L serine ammonia lyase;ser_L[c]  -> pyr[c] + nh4[c] ;cpd00054  -> cpd00020 + cpd00013 ;PSPTO_1886;PSPTO_1886;sdaA;Glycine Serine and threonine metabolism;1;-1000;1000;0;2;4.3.1.17;Based on iJN746;PMID:18793442
